Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Tipo
@IdentidadNL,Identidad Nuevo León,"Jun 14, 2024 · 6:47 PM UTC",muere elemento de avanzada de claudia sheinbaum en accidente carretero cuando se dirigían a la gira en donde acompañará al presidente amlo sobrevino un accidente y la presidenta electa llegó al lugar a prestar auxilio claudia qepd amlo mtyfollow identidadnlcom,0,1,0,0,https://twitter.com/IdentidadNL/status/1801688011966713983#m,['https://pbs.twimg.com/media/GQDhM05WkAAvHWk.jpg'],,,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:38 AM UTC",lamentable momento del accidente en el rich de san luis potosí donde perdieron la vida dos personas instantáneamente y otras resultaron heridas de gravedad sanluispotosí rich accidente lesionados qepd mtyfollow identidadnlcom,22,6,1,0,https://twitter.com/IdentidadNL/status/1799632160669970820#m,,['https://video.twimg.com/ext_tw_video/1799631589145534464/pu/pl/RO5m6sdRpIN2e-Mm.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 9, 2024 · 2:27 AM UTC",trenazo tren embiste camión de personal en garcía nl a pesar de lo aparatoso del accidente solo una persona resultó con lesiones menores accidente garcíanl viral vecinosgarcia cuidadoconeltren pcnuevoleon mtyfollow desdecamion identidadnlcom,3,0,0,0,https://twitter.com/IdentidadNL/status/1799629317036441750#m,,['https://video.twimg.com/ext_tw_video/1799628793620914176/pu/pl/C6ky-tN6omr1NNXm.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 8, 2024 · 11:15 PM UTC",peligro en la sierra de santiago nl la lluvia y los escurrimientos mantienen en alerta a las comunidades de las partes altas del municipio riesgo inundaciones lluvia santiago nuevoleón mtyfollow identidadnlcom,0,0,0,0,https://twitter.com/IdentidadNL/status/1799581023316983940#m,,['https://video.twimg.com/ext_tw_video/1799580999501668353/pu/pl/NbPfLmr9_YuHRNMU.m3u8?tag=12'],,inundación
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:24 AM UTC",reportan desplome de un elevador en el tec de monterrey unidades de rescate se dirigen al lugar se desconoce si hay lesionados tecdemonterrey caidadeelevador accidente mtyfollow identidadnlcom,1,2,0,0,https://twitter.com/IdentidadNL/status/1798949109292003472#m,,['https://video.twimg.com/ext_tw_video/1798948670081249280/pu/pl/qbZHxomUdfQ4dAwi.m3u8?tag=12'],,no se relaciona
@IdentidadNL,Identidad Nuevo León,"Jun 7, 2024 · 5:17 AM UTC",sacude tromba a monterrey y área metropolitana inundaciones árboles caídos postes derribados y muchos sectores sin luz fue el saldo de una tromba que azotó monterrey lluvia tromba pcnuevoleon pcmty sanpedro identidaanlcom mtyfollow,8,5,0,0,https://twitter.com/IdentidadNL/status/1798947260941910434#m,,['https://video.twimg.com/ext_tw_video/1798947179333312513/pu/pl/DXWC8x9qV-VCzcIL.m3u8?tag=12'],,inundación
@IdentidadNL,Identidad Nuevo León,"Jun 5, 2024 · 12:16 AM UTC",mujer muere golpeada por locomotora empress accidente tren kcsg,1,0,0,0,https://twitter.com/IdentidadNL/status/1798146726240624701#m,,,,no se relaciona
@fannyibarra,fannyibarra,"Jun 21, 2024 · 6:10 PM UTC",ironías de la vida lluvia y sin agua cumbres sec mty poniente ccp cicmty aydmonterrey mtyleones judithmedrano mtyfollow,0,1,0,0,https://twitter.com/fannyibarra/status/1804215232656498906#m,,,,lluvia
@IdentidadNL,Identidad Nuevo León,"Jun 21, 2024 · 5:20 PM UTC",aprovecha samuel recuento de daños para pedir al congreso que voten el presupuesto el gobernador dijo que así los municipios tendrían recursos para su reconstrucción hará llegar de nuevo el presupuesto el lunes mtyfollow lluvias alberto identidadnlcom,2,1,1,0,https://twitter.com/IdentidadNL/status/1804202721794281953#m,['https://pbs.twimg.com/media/GQnPLjAX0AArJik.jpg'],,,lluvia
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 3:59 AM UTC",fuertes lluvias se llevan carro se recomienda discreción,61,6,2,1,https://twitter.com/MtyFollow/status/1804001204071989508#m,,['https://video.twimg.com/amplify_video/1804001140171747328/pl/Uqeb_5PQx24Iz-in.m3u8?tag=16'],,lluvia
@MtyFollow,MtyFollow®,"Jun 21, 2024 · 11:56 AM UTC",buenos días sigue ligera lluvia,16,0,2,0,https://twitter.com/MtyFollow/status/1804121085815738700#m,['https://pbs.twimg.com/media/GQmGkHAWIAAcD78.jpg'],,,lluvia
@josuegonzaleztv,Josué González,"Jun 21, 2024 · 4:40 AM UTC",incendio de auto en rangel frías y linconl mtyfollow rayelizalder,42,15,2,1,https://twitter.com/josuegonzaleztv/status/1804011485879804288#m,,['https://video.twimg.com/ext_tw_video/1804011461867352065/pu/pl/_VoOoyVw4sGslPRz.m3u8?tag=12'],,eléctrico
@gob_Escobedo,Gobierno de Escobedo,"Jun 21, 2024 · 2:20 AM UTC",almomento pm cierre total de carretera a monclova en el tramo de libramiento y colombia por encharcamiento para evitar accidentes así como cierre de av santa bárbara en ambos sentidos,16,7,0,0,https://twitter.com/gob_Escobedo/status/1803976257144504424#m,['https://pbs.twimg.com/media/GQkC2CXWIAAfEDO.jpg'],,,no se relaciona
@cesarmty,César Cepeda,"Jun 21, 2024 · 1:18 AM UTC",importante después de alberto en el golfo de méxico está en proceso de formación otro ciclón de probabilidad y que en caso de que se confirme se llamaría berly y se espera que traiga más lluvias a nuevo león en los próximos días,1643,323,49,71,https://twitter.com/cesarmty/status/1803960626458337550#m,['https://pbs.twimg.com/media/GQj0itAXgAASl0P.jpg'],,,lluvia
@ShiirleyHdez,ShirleyHernandez,"Jun 21, 2024 · 12:09 AM UTC",salva protección civil aramberri a mujer con su perro ante las inundaciones provocadas por la tormenta tropical alberto protección civil de aramberri rescató a una mujer que se quedó atrapada en el agua con su perrito mtyfollow comunidadmty aztecacomunidad,23,6,2,1,https://twitter.com/ShiirleyHdez/status/1803943380436815943#m,,['https://video.twimg.com/ext_tw_video/1803943358928420864/pu/pl/gEt0Rhc1PXbGFfBR.m3u8?tag=12'],,inundación
@PorvenirMx,El Porvenir MX,"Jun 20, 2024 · 8:11 PM UTC",local i por las fuertes lluvias de este jueves reportan que la laguna de sánchez se llenó algo que no ocurría desde el huracán ingrid en el mtyfollow,93,12,0,0,https://twitter.com/PorvenirMx/status/1803883282037383539#m,,,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",cuáles son los beneficios de las lluvias provocadas por la tormenta alberto qué acciones estamos realizando para minimizar las fallas eléctricas en sistemas de bombeo habrá más precipitaciones importantes estos son los datos que debes conocer del nlinforma,33,3,13,1,https://twitter.com/ayd_monterrey/status/1803981637971251536#m,['https://pbs.twimg.com/media/GQkHBywakAEJhud.jpg'],,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",con lo que se cerraría con un promedio de hasta mm de lluvias extraordinarias,5,0,0,0,https://twitter.com/ayd_monterrey/status/1803981653263688189#m,,,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",a pesar de la turbiedad que se presenta en las presas por las lluvias las plantas potabilizadoras la boca y san roque continúan operando con normalidad,1,0,1,0,https://twitter.com/ayd_monterrey/status/1803981647546900895#m,,,,lluvia
@ayd_monterrey,Agua y Drenaje Mty,"Jun 21, 2024 · 2:41 AM UTC",mientras que las presas cerro prieto cuchillo y libertad tardarán hasta hrs en reflejar las ganancias tras las lluvias,0,0,1,0,https://twitter.com/ayd_monterrey/status/1803981642094252227#m,,,,lluvia
@telediariomty,@telediariomty,"Jun 21, 2024 · 6:42 PM UTC",aparecen cascadas tras lluvias en viviendas en col topo chico telediariovespertino con licmariajulia y erikreportero,2,1,0,0,https://twitter.com/telediariomty/status/1804223268041196028#m,,['https://video.twimg.com/amplify_video/1804221831856939008/pl/vhxaod-NawcOVNCz.m3u8?tag=14'],,lluvia
@cesarmty,César Cepeda,"Jun 21, 2024 · 6:20 PM UTC",importante la presa el cuchillo el embalse de agua más grande de nuevo león alcanzó hoy el de almacenamiento gracias a las lluvias de alberto se espera que en los próximos días siga captando agua hasta alcanzar un de su capacidad que millones dmts,83,11,4,1,https://twitter.com/cesarmty/status/1804217895267791336#m,['https://pbs.twimg.com/media/GQnd0O-W0AAxO3k.jpg'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 6:26 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,243,38,15,6,https://twitter.com/LCAlatorre/status/1804219252544880998#m,,,,lluvia
@cesarmty,César Cepeda,"Jun 21, 2024 · 2:24 PM UTC",importante hay dos zonas de baja presión una en campeche y otra en bahamas con posibilidades de convertirse en tormentas en los próximos días como fue alberto y podría traer lluvias a nuevo león monterrey tamaulipas vía conaguaclima,105,19,1,0,https://twitter.com/cesarmty/status/1804158530510872954#m,['https://pbs.twimg.com/media/GQmoHgWXIAAm9MH.jpg'],,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 4:46 PM UTC",al corte de las de este viernes así luce la presa la boca tras las fuertes lluvias en la entidad,79,14,1,0,https://twitter.com/ABCNoticiasMX/status/1804194132841132380#m,,['https://video.twimg.com/ext_tw_video/1804194078998802432/pu/pl/SOhZJb5t4hT3XJ-R.m3u8?tag=12'],,lluvia
@elnortelocal,elnortelocal,"Jun 21, 2024 · 4:50 PM UTC",entérate tras las lluvias de alberto el gobernador samuel garcía se compromete a arrancar el lunes la reconstrucción de los daños en el par vial,3,1,0,0,https://twitter.com/elnortelocal/status/1804195172462522809#m,,,,lluvia
@angelcharlsmty,Angel Charles,"Jun 21, 2024 · 4:49 PM UTC",para dimensionar la cantidad de lluvia que cayó en las últimas hrs en nl en la estación de la presa la boca han caído casi milímetros en promedio en nl llueven milímetros al año en días ha caído el de lo que llueve en el año,26,4,1,0,https://twitter.com/angelcharlsmty/status/1804195000315502909#m,,,,lluvia
@daniel_carrillo,Daniel Carrillo Mtz,"Jun 21, 2024 · 4:12 PM UTC",precauciónvial fidel velazquezbarragan abierto y aforo fluido encharcamientos menores maneje con precaución saldrá el sol por momentos no se confíen seguirán lluvias cicmty gobsannicolas camiondesde lilyolivaresc chaledelafuente,50,20,4,0,https://twitter.com/daniel_carrillo/status/1804185510429982926#m,['https://pbs.twimg.com/media/GQnBKCwXwAAxvkr.jpg'],,,lluvia
@GermanMSantoyo,Germán A. Martínez Santoyo,"Jun 21, 2024 · 2:58 PM UTC",un canal de bajapresión en la sierra madre occidental y centro de provocará lluvias torrenciales en gro oax pue y ver intensas en camp tamps chis col hgo jal mich qroo slp tab y yuc muy fuertes en edomex gto mor nay nl qro y tlax,43,19,1,2,https://twitter.com/GermanMSantoyo/status/1804166978799563137#m,['https://pbs.twimg.com/media/GQmvCSjXYAEASjW.jpg'],,,lluvia
@jcarlos_INFO7,Juan C. Maldonado,"Jun 21, 2024 · 3:58 PM UTC",los escurrimientos ahora seran el foco de atención de los cerros que rodean a la ciudad siguen bajando grandes cantidades de agua imágenes del interior de una casa en la colonia fomerrey monterrey lluvias,5,2,0,0,https://twitter.com/jcarlos_INFO7/status/1804182028268515519#m,,['https://video.twimg.com/ext_tw_video/1804182009989750784/pu/pl/AeyD1_3UtS3L4ddr.m3u8?tag=12'],,lluvia
@saz2000,Alejandro Zuñiga/Bomberos NL,"Jun 21, 2024 · 3:52 PM UTC",buenos días bomberos nl estación en coordinación con prot civil santa catarina atendemos reporte de incendio en vivienda en la colonia a la fama ii en santacatarina nl logrando el rescate de personas con vida y una mascota,16,4,0,0,https://twitter.com/saz2000/status/1804180691774742753#m,"['https://pbs.twimg.com/media/GQm8xtbakAADIy-.jpg', 'https://pbs.twimg.com/media/GQm8xtZbUAAHPl2.jpg']",,,eléctrico
@asalmendez,Alejandro S. Méndez ⚒️,"Jun 20, 2024 · 6:02 PM UTC",la lluvia milímetros o litros en meteorología la lluvia se mide en milímetros mm pero un mm no es una unidad de volumen cómo funciona mm litro por metro cuadrado si caen mm son litros por metro cuadrado vaciando esos litros en m el,667,229,8,4,https://twitter.com/asalmendez/status/1803850975381164265#m,['https://pbs.twimg.com/media/GQiQdLrW4AAEUiN.png'],,,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 3:23 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,931,116,28,19,https://twitter.com/LCAlatorre/status/1804173253503602807#m,,,,lluvia
@ABCNoticiasMX,ABCNoticias.mx,"Jun 21, 2024 · 2:51 PM UTC",almomento beryl esto sabemos del posible ciclón detrás de alberto la zona de baja presión también se encuentra en el golfo de méxico y podría traer más lluvias a la región,10,4,0,0,https://twitter.com/ABCNoticiasMX/status/1804165369981981043#m,,,,lluvia
@elnorte,EL NORTE,"Jun 21, 2024 · 2:33 PM UTC",la mayoría de las lluvias captadas en el área metropolitana y el resto de nl puede llegar a alguna de las grandes presas en el estado,17,3,0,0,https://twitter.com/elnorte/status/1804160725595689458#m,,,,lluvia
@info7mty,INFO7,"Jun 21, 2024 · 1:20 PM UTC",se forman cascadas en el cerro del chupón tras los escurrimientos provocados por las lluvias de alberto,98,11,0,0,https://twitter.com/info7mty/status/1804142262147797321#m,,['https://video.twimg.com/ext_tw_video/1804141550076579840/pu/pl/kCczUxsjGBeS2z5a.m3u8?tag=12'],,lluvia
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 · 12:35 PM UTC",niveles de las presas en nuevoleón de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,1539,228,35,29,https://twitter.com/LCAlatorre/status/1804131100735717819#m,,,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 21, 2024 · 12:30 AM UTC",ante las intensas lluvias se supervisa el cauce del río la silla y se aprovechó para brindar alimento a los patos del parque tolteca guadalupenl para que puedan sobrevivir a estas lluvias,15,2,1,0,https://twitter.com/municipiodegpe/status/1803948447915217120#m,"['https://pbs.twimg.com/media/GQjGR2eWgAACQXt.jpg', 'https://pbs.twimg.com/media/GQjGR2dWAAA6tot.jpg', 'https://pbs.twimg.com/media/GQjGR2fXkAAC1zq.jpg', 'https://pbs.twimg.com/media/GQjGR2fXUAE-lMj.jpg']",,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 2:41 PM UTC",al momento informe am río sta catarina sin desborde río la silla desborde del cauce col felipe ángeles parque tolteca y col orizaba arroyo las tinajas con desbordes col las flores arroyo la talaverna al al momento familias evacuadas de col orizaba,7,3,1,0,https://twitter.com/municipiodegpe/status/1803800396093182419#m,,,,inundación
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 3:08 AM UTC",en el municipio de guadalupenl contamos con tres albergues habilitados para personas en situación de vulnerabilidad sitios de riesgo o cualquier ciudadano que requiera resguardo de las lluvias pcgpe ante cualquier emergencia marca laciudadparacrecer,4,1,0,0,https://twitter.com/municipiodegpe/status/1803625994160378045#m,['https://pbs.twimg.com/media/GQfESHxWwAArbap.jpg'],,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 20, 2024 · 12:43 AM UTC",importante automovilistas que circulan por el municipio de guadalupenl les compartimos las alternativas viales ante las fuertes lluvia que persisten en la ciudad para cualquier emergencia llamar al,25,17,1,0,https://twitter.com/municipiodegpe/status/1803589442957091021#m,"['https://pbs.twimg.com/media/GQejCV7XQAAm08N.jpg', 'https://pbs.twimg.com/media/GQejCV5XgAAT-8w.jpg', 'https://pbs.twimg.com/media/GQejCV3WIAA2bML.jpg', 'https://pbs.twimg.com/media/GQejCV5WcAAoNJY.jpg']",,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 6:30 PM UTC",de manera preventiva y en favor de la seguridad de la ciudadanía se realizaron trabajos de limpieza y desazolve en canales ríos y arroyos de la ciudad para evitar acumulaciones y aminorar el efecto de las lluvias en gpe laciudadparacrecer,0,0,0,0,https://twitter.com/municipiodegpe/status/1803495463246606477#m,"['https://pbs.twimg.com/media/GQcqiF6W0AAdg7J.jpg', 'https://pbs.twimg.com/media/GQcqiF3XgAAj203.jpg', 'https://pbs.twimg.com/media/GQcqiF3XMAA_LFa.jpg', 'https://pbs.twimg.com/media/GQcqiF4XgAALVEe.jpg']",,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 5:30 PM UTC",ante las pronosticadas lluvias realizamos labores de limpieza y desazolve en gpe pedimos a la ciudadanía mantener despejadas sus banquetas y frente de sus casas libres de basura u objetos que puedan ser arrastrados en caso de corrientes laciudadparacrecer,4,2,4,0,https://twitter.com/municipiodegpe/status/1803480364155093003#m,,['https://video.twimg.com/ext_tw_video/1803457674618499073/pu/pl/2qKjkZyfHL-gqzhu.m3u8?tag=12'],,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 2:20 PM UTC",la basura en las calles al caer la lluvia obstruye el escurrimiento del agua y tapa las rejillas pluviales ayúdanos a depositarla en su lugar y no dejar bolsas de basura en banquetas para evitar que sean arrastradas por tu seguridad sigue las recomendaciones de pcgpe,1,0,0,0,https://twitter.com/municipiodegpe/status/1803432588788306013#m,['https://pbs.twimg.com/media/GQcUYZsXwAEbBRk.jpg'],,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 19, 2024 · 3:17 AM UTC",ante el pronóstico de lluvias que se presentarán en la zona metropolitana a partir del miércoles personal municipal visitó a los vecinos de las colonias las flores y el realito para brindar información sobre las recomendaciones para salvaguardar la integridad de la ciudadanía,1,0,0,0,https://twitter.com/municipiodegpe/status/1803265707695862011#m,"['https://pbs.twimg.com/media/GQZ8lkHWMAA3KRd.jpg', 'https://pbs.twimg.com/media/GQZ8lkCWUAAbSAk.jpg', 'https://pbs.twimg.com/media/GQZ8lkDX0AAsMFQ.jpg', 'https://pbs.twimg.com/media/GQZ8lkEWwAEgZyp.jpg']",,,lluvia
@municipiodegpe,Municipio de Guadalupe,"Jun 18, 2024 · 8:05 PM UTC",limpieza de rejillas pluviales así como trabajos de desazolve se realizan actualmente en diversos puntos del municipio de guadalupe como medida preventiva ante el pronóstico de lluvias en todo momento evita arrojar basura en las calles,7,3,2,0,https://twitter.com/municipiodegpe/status/1803157125650063421#m,"['https://pbs.twimg.com/media/GQYZ2JxXUAEputZ.jpg', 'https://pbs.twimg.com/media/GQYZ2J_WMAAUmxX.jpg', 'https://pbs.twimg.com/media/GQYZ2JyX0AAh1uk.jpg', 'https://pbs.twimg.com/media/GQYZ2J0WUAE61rh.jpg']",,,lluvia
